name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Abdul,abdul@gmail.com,abdul2017,GP,M,16,65.0,70.0,70.0,76.0,78.0,68.33333333333333,2.0,4,18.714285714285715,0,1,1,1,1,0,0,0,10,91,28,2,0,0
Manisha,manisha@gmail.com,manisha7285,GP,F,17,70.0,75.0,75.0,75.0,78.0,73.33333333333333,3.0,4,29.571428571428573,1,1,1,0,0,0,1,58,96,16,0,0,0,37
Anshul,anshul@gmail.com,anshul9446,GP,M,17,90.0,80.0,85.0,93.0,96.0,85.0,3.0,3,19.571428571428573,0,0,0,1,1,1,0,0,0,0,70,7,60,0
Anshul,anshul@gmail.com,anshul8140,GP,M,16,45.0,45.0,50.0,84.0,88.0,46.666666666666664,4.0,3,21.142857142857142,0,1,1,0,0,1,0,0,37,21,0,0,90,0
Preeti,preeti@gmail.com,preeti8104,GP,F,17,85.0,85.0,85.0,50.0,48.0,85.0,-2.0,4,29.571428571428573,0,0,1,1,0,1,1,0,0,66,30,0,66,45
Varsha,varsha@gmail.com,varsha9124,GP,F,16,45.0,45.0,50.0,80.0,78.0,46.666666666666664,-2.0,5,40.42857142857143,1,0,0,1,1,1,1,41,0,0,74,68,31,69
Preeti,preeti@gmail.com,preeti1065,GP,F,16,85.0,85.0,85.0,100.0,100.0,85.0,0.0,3,27.428571428571427,0,1,0,1,1,0,0,0,29,0,99,64,0,0
Mary,mary@gmail.com,mary6777,GP,F,16,40.0,50.0,50.0,70.0,65.0,46.666666666666664,-5.0,4,21.0,0,0,1,1,0,1,1,0,0,88,4,0,26,29
Varsha,varsha@gmail.com,varsha7902,GP,F,17,50.0,50.0,55.00000000000001,98.0,100.0,51.666666666666664,2.0,5,41.0,1,1,1,1,0,0,1,100,56,36,15,0,0,80
Preeti,preeti@gmail.com,preeti6642,GP,F,17,35.0,30.0,30.0,84.0,84.0,31.666666666666668,0.0,4,36.0,1,0,0,1,0,1,1,95,0,0,42,0,93,22
Varsha,varsha@gmail.com,varsha5381,GP,F,16,50.0,50.0,55.00000000000001,84.0,88.0,51.666666666666664,4.0,4,28.571428571428573,0,0,1,0,1,1,1,0,0,93,0,18,38,51
Manisha,manisha@gmail.com,manisha9000,GP,F,17,50.0,45.0,45.0,62.0,64.0,46.666666666666664,2.0,3,14.428571428571429,0,1,0,0,1,1,0,0,55,0,0,5,41,0
Khushi,khushi@gmail.com,khushi4713,GP,F,16,35.0,35.0,35.0,73.0,77.0,35.0,4.0,5,22.285714285714285,1,0,1,1,1,1,0,20,0,51,27,52,6,0
Preeti,preeti@gmail.com,preeti7978,GP,F,16,50.0,55.00000000000001,60.0,50.0,52.0,55.0,2.0,3,20.714285714285715,0,0,1,0,1,1,0,0,0,12,0,38,95,0
Mary,mary@gmail.com,mary8359,GP,F,16,40.0,40.0,45.0,58.0,61.0,41.666666666666664,3.0,3,23.142857142857142,0,1,1,1,0,0,0,0,62,87,13,0,0,0
Varsha,varsha@gmail.com,varsha7932,GP,F,17,35.0,35.0,35.0,68.0,64.0,35.0,-4.0,5,28.142857142857142,1,1,1,0,1,0,1,14,69,12,0,61,0,41
Khushi,khushi@gmail.com,khushi4232,GP,F,19,40.0,40.0,40.0,65.0,67.0,40.0,2.0,4,29.857142857142858,0,0,0,1,1,1,1,0,0,0,95,88,17,9
Vivek,vivek@gmail.com,vivek5337,GP,M,17,65.0,65.0,70.0,95.0,93.0,66.66666666666667,-2.0,3,12.428571428571429,0,1,0,1,1,0,0,0,27,0,60,0,0,0
Varsha,varsha@gmail.com,varsha6004,GP,F,16,60.0,65.0,70.0,68.0,63.0,65.0,-5.0,3,27.714285714285715,0,0,1,0,0,1,1,0,0,58,0,0,36,100
Karan,karan@gmail.com,karan6339,GP,M,18,30.0,35.0,40.0,74.0,74.0,35.0,0.0,4,41.285714285714285,0,1,1,1,0,1,0,0,64,65,73,0,87,0
Mary,mary@gmail.com,mary2617,GP,F,17,35.0,45.0,45.0,50.0,52.0,41.666666666666664,2.0,4,27.857142857142858,1,0,1,0,1,0,1,83,0,39,0,34,0,39
Mary,mary@gmail.com,mary3725,GP,F,17,70.0,75.0,75.0,86.0,84.0,73.33333333333333,-2.0,3,8.714285714285714,0,1,0,0,1,0,1,0,31,0,0,6,0,24
Varsha,varsha@gmail.com,varsha6484,GP,F,17,30.0,30.0,20.0,70.0,73.0,26.666666666666668,3.0,5,44.142857142857146,1,1,1,1,0,1,0,44,31,93,90,0,51,0
Ansh,ansh@gmail.com,ansh5031,GP,M,18,30.0,30.0,40.0,69.0,66.0,33.333333333333336,-3.0,3,24.714285714285715,0,1,0,0,0,1,1,0,98,0,0,0,8,67
Khushi,khushi@gmail.com,khushi5174,GP,F,17,35.0,35.0,40.0,64.0,63.0,36.666666666666664,-1.0,5,34.142857142857146,1,1,0,1,0,1,1,28,88,0,3,0,98,22
Manisha,manisha@gmail.com,manisha7196,GP,F,17,45.0,50.0,50.0,76.0,75.0,48.333333333333336,-1.0,5,42.714285714285715,1,1,1,0,1,0,1,38,44,89,0,86,0,42
Preeti,preeti@gmail.com,preeti4046,GP,F,17,30.0,30.0,30.0,63.0,67.0,30.0,4.0,5,45.57142857142857,1,1,1,0,0,1,1,66,62,81,0,0,32,78
Preeti,preeti@gmail.com,preeti7456,GP,F,17,35.0,30.0,5.0,92.0,87.0,23.333333333333332,-5.0,4,40.142857142857146,1,1,1,0,1,0,0,76,93,33,0,79,0,0
Preeti,preeti@gmail.com,preeti5245,GP,F,16,80.0,80.0,85.0,75.0,80.0,81.66666666666667,5.0,5,52.0,0,0,1,1,1,1,1,0,0,90,76,97,53,48
Vivek,vivek@gmail.com,vivek2536,GP,M,18,65.0,70.0,70.0,92.0,91.0,68.33333333333333,-1.0,4,27.142857142857142,1,1,0,1,0,0,1,78,3,0,69,0,0,40
Mary,mary@gmail.com,mary3111,GP,F,16,65.0,65.0,70.0,88.0,90.0,66.66666666666667,2.0,5,47.57142857142857,0,1,1,1,1,0,1,0,79,60,14,97,0,83
Manisha,manisha@gmail.com,manisha8045,GP,F,18,45.0,40.0,35.0,82.0,79.0,40.0,-3.0,5,30.428571428571427,1,1,1,0,1,1,0,9,81,20,0,55,48,0
Varsha,varsha@gmail.com,varsha4878,GP,F,17,80.0,75.0,75.0,90.0,88.0,76.66666666666667,-2.0,4,46.857142857142854,1,1,1,1,0,0,0,47,100,91,90,0,0,0
Ram,ram@gmail.com,ram6512,GP,M,17,55.00000000000001,50.0,55.00000000000001,52.0,48.0,53.333333333333336,-4.0,3,12.0,1,0,0,0,1,0,1,22,0,0,0,43,0,19
Anshul,anshul@gmail.com,anshul8596,GP,M,18,50.0,40.0,45.0,85.0,80.0,45.0,-5.0,4,32.857142857142854,1,1,1,1,0,0,0,98,49,2,81,0,0,0
Varsha,varsha@gmail.com,varsha1661,GP,F,17,55.00000000000001,45.0,55.00000000000001,54.0,51.0,51.666666666666664,-3.0,3,15.142857142857142,1,0,0,1,0,1,0,13,0,0,88,0,5,0
Preeti,preeti@gmail.com,preeti3391,GP,F,17,65.0,65.0,70.0,69.0,74.0,66.66666666666667,5.0,4,19.857142857142858,0,1,1,1,0,1,0,0,87,19,6,0,27,0
Ansh,ansh@gmail.com,ansh7680,GP,M,17,60.0,60.0,60.0,100.0,96.0,60.0,-4.0,4,23.857142857142858,0,1,0,1,1,0,1,0,47,0,66,7,0,47
Piyush,piyush@gmail.com,piyush9470,GP,M,17,60.0,50.0,50.0,97.0,96.0,53.333333333333336,-1.0,4,46.714285714285715,1,0,1,1,0,1,0,92,0,70,69,0,96,0
Karan,karan@gmail.com,karan8379,GP,M,16,70.0,65.0,65.0,64.0,68.0,66.66666666666667,4.0,4,42.142857142857146,1,0,1,0,1,1,0,71,0,53,0,89,82,0
Vivek,vivek@gmail.com,vivek3879,GP,M,16,40.0,30.0,25.0,52.0,49.0,31.666666666666668,-3.0,5,19.285714285714285,1,0,1,0,1,1,1,36,0,15,0,11,54,19
Ram,ram@gmail.com,ram6469,GP,M,16,55.00000000000001,45.0,50.0,71.0,67.0,50.0,-4.0,3,33.857142857142854,1,1,0,0,1,0,0,97,90,0,0,50,0,0
Piyush,piyush@gmail.com,piyush2013,GP,M,17,70.0,65.0,65.0,81.0,77.0,66.66666666666667,-4.0,3,5.857142857142857,0,1,1,1,0,0,0,0,3,20,18,0,0,0
Khushi,khushi@gmail.com,khushi9695,GP,F,16,65.0,60.0,60.0,66.0,68.0,61.666666666666664,2.0,4,21.142857142857142,1,0,1,1,0,1,0,27,0,29,81,0,11,0
Varsha,varsha@gmail.com,varsha7519,GP,F,17,70.0,60.0,60.0,93.0,97.0,63.333333333333336,4.0,3,8.142857142857142,1,1,0,0,0,1,0,20,18,0,0,0,19,0
Anshul,anshul@gmail.com,anshul9608,GP,M,18,35.0,35.0,0.0,81.0,81.0,23.333333333333332,0.0,3,27.285714285714285,0,1,1,0,0,0,1,0,99,36,0,0,0,56
Ansh,ansh@gmail.com,ansh7215,GP,M,17,55.00000000000001,55.00000000000001,55.00000000000001,53.0,55.0,55.00000000000001,2.0,3,10.571428571428571,1,1,0,0,1,0,0,58,6,0,0,10,0,0
Ansh,ansh@gmail.com,ansh3336,GP,M,17,45.0,50.0,55.00000000000001,52.0,52.0,50.0,0.0,4,39.285714285714285,1,1,1,0,1,0,0,100,30,65,0,80,0,0
Piyush,piyush@gmail.com,piyush6531,GP,M,16,30.0,0.0,0.0,62.0,57.0,10.0,-5.0,3,16.0,0,0,0,1,1,1,0,0,0,0,14,5,93,0
Abdul,abdul@gmail.com,abdul2231,GP,M,16,60.0,55.00000000000001,55.00000000000001,55.0,51.0,56.666666666666664,-4.0,5,37.857142857142854,1,1,0,1,0,1,1,13,10,0,95,0,81,66
Manisha,manisha@gmail.com,manisha3825,GP,F,18,40.0,5.0,5.0,96.0,91.0,16.666666666666668,-5.0,5,54.857142857142854,1,0,0,1,1,1,1,64,0,0,77,85,89,69
Vivek,vivek@gmail.com,vivek6570,GP,M,16,85.0,85.0,85.0,59.0,63.0,85.0,4.0,3,15.285714285714286,1,0,0,1,1,0,0,54,0,0,36,17,0,0
Karan,karan@gmail.com,karan4894,GP,M,17,55.00000000000001,55.00000000000001,60.0,50.0,48.0,56.666666666666664,-2.0,5,27.428571428571427,1,1,1,0,1,1,0,64,76,20,0,19,13,0
Karan,karan@gmail.com,karan3191,GP,M,22,30.0,40.0,40.0,90.0,85.0,36.666666666666664,-5.0,5,58.857142857142854,1,0,1,1,0,1,1,96,0,70,94,0,82,70
Abdul,abdul@gmail.com,abdul5584,GP,M,18,20.0,30.0,30.0,96.0,97.0,26.666666666666668,1.0,5,33.142857142857146,1,1,1,0,1,1,0,13,74,19,0,36,90,0
Vivek,vivek@gmail.com,vivek6663,GP,M,16,60.0,70.0,70.0,50.0,49.0,66.66666666666667,-1.0,4,29.285714285714285,1,0,1,0,1,1,0,20,0,94,0,19,72,0
Anshul,anshul@gmail.com,anshul9470,GP,M,18,35.0,45.0,45.0,100.0,100.0,41.666666666666664,0.0,4,19.571428571428573,1,1,1,0,1,0,0,14,44,39,0,40,0,0
Ram,ram@gmail.com,ram7482,GP,M,16,35.0,50.0,50.0,70.0,72.0,45.0,2.0,5,41.42857142857143,1,1,1,1,0,0,1,40,7,66,77,0,0,100
Abdul,abdul@gmail.com,abdul4260,GP,M,18,35.0,50.0,45.0,99.0,100.0,43.333333333333336,1.0,5,22.0,1,0,1,1,1,1,0,36,0,51,9,50,8,0
Ansh,ansh@gmail.com,ansh9445,GP,M,16,45.0,50.0,45.0,99.0,100.0,46.666666666666664,1.0,5,33.857142857142854,0,1,0,1,1,1,1,0,38,0,26,46,45,82
Ram,ram@gmail.com,ram9307,GP,M,17,40.0,60.0,60.0,78.0,75.0,53.333333333333336,-3.0,5,15.571428571428571,1,1,1,1,0,0,1,0,4,16,8,0,0,81
Anshul,anshul@gmail.com,anshul1995,GP,M,17,35.0,45.0,40.0,80.0,85.0,40.0,5.0,3,10.428571428571429,0,0,1,0,1,1,0,0,0,32,0,39,2,0
Manisha,manisha@gmail.com,manisha7915,GP,F,17,75.0,65.0,70.0,98.0,94.0,70.0,-4.0,3,36.0,1,0,1,0,0,1,0,92,0,88,0,0,72,0
Karan,karan@gmail.com,karan4795,GP,M,19,50.0,50.0,50.0,51.0,56.0,50.0,5.0,4,12.142857142857142,1,0,1,1,0,1,0,11,0,17,14,0,43,0
Ansh,ansh@gmail.com,ansh9523,GP,M,18,80.0,75.0,75.0,91.0,93.0,76.66666666666667,2.0,3,5.571428571428571,1,1,0,0,0,0,1,10,15,0,0,0,0,14
Manisha,manisha@gmail.com,manisha2730,GP,F,17,55.00000000000001,50.0,5.0,99.0,96.0,36.666666666666664,-3.0,4,19.571428571428573,1,0,1,1,0,1,0,48,0,0,26,0,63,0
Preeti,preeti@gmail.com,preeti9997,GP,F,18,85.0,90.0,90.0,82.0,79.0,88.33333333333333,-3.0,4,23.857142857142858,1,1,1,1,0,0,0,53,48,63,3,0,0,0
Karan,karan@gmail.com,karan4648,GP,M,18,40.0,40.0,40.0,63.0,67.0,40.0,4.0,5,45.42857142857143,0,1,0,1,1,1,1,0,87,0,51,35,81,64
Ram,ram@gmail.com,ram9326,GP,M,18,60.0,55.00000000000001,55.00000000000001,50.0,47.0,56.666666666666664,-3.0,3,25.571428571428573,1,0,0,0,1,1,0,94,0,0,0,34,51,0
Khushi,khushi@gmail.com,khushi8182,GP,F,17,50.0,45.0,45.0,83.0,87.0,46.666666666666664,4.0,3,22.0,0,1,0,1,0,1,0,0,92,0,33,0,29,0
Mary,mary@gmail.com,mary1144,GP,F,18,45.0,50.0,0.0,72.0,67.0,31.666666666666668,-5.0,4,28.142857142857142,0,0,1,1,0,1,1,0,0,65,91,0,19,22
Ram,ram@gmail.com,ram9399,GP,M,18,80.0,80.0,80.0,56.0,60.0,80.0,4.0,5,29.142857142857142,1,1,1,0,1,1,0,91,13,7,0,91,2,0
Anshul,anshul@gmail.com,anshul4782,GP,M,17,45.0,45.0,50.0,89.0,90.0,46.666666666666664,1.0,3,24.571428571428573,0,0,0,1,1,1,0,0,0,0,37,56,79,0
Manisha,manisha@gmail.com,manisha6089,GP,F,18,60.0,50.0,55.00000000000001,85.0,87.0,55.0,2.0,5,26.571428571428573,0,0,1,1,1,1,1,0,0,10,34,26,74,42
Ram,ram@gmail.com,ram5000,GP,M,18,45.0,40.0,45.0,59.0,56.0,43.333333333333336,-3.0,4,31.857142857142858,0,0,1,0,1,1,1,0,0,76,0,40,48,59
Varsha,varsha@gmail.com,varsha9499,GP,F,18,30.0,0.0,0.0,62.0,57.0,10.0,-5.0,3,21.285714285714285,1,1,0,0,0,0,1,62,68,0,0,0,0,19
Manisha,manisha@gmail.com,manisha5432,GP,F,19,45.0,45.0,45.0,68.0,70.0,45.0,2.0,5,25.571428571428573,1,1,1,0,1,0,1,34,60,1,0,18,0,66
Preeti,preeti@gmail.com,preeti3813,GP,F,18,75.0,70.0,70.0,80.0,82.0,71.66666666666667,2.0,3,19.285714285714285,0,1,1,0,0,0,1,0,54,34,0,0,0,47
Khushi,khushi@gmail.com,khushi7093,GP,F,18,60.0,60.0,60.0,92.0,97.0,60.0,5.0,5,17.857142857142858,1,1,0,1,1,0,1,7,5,0,48,14,0,51
Piyush,piyush@gmail.com,piyush4777,GP,M,17,80.0,75.0,75.0,94.0,99.0,76.66666666666667,5.0,5,37.857142857142854,1,1,1,1,1,0,0,42,63,91,54,15,0,0
Manisha,manisha@gmail.com,manisha8875,GP,F,17,50.0,50.0,50.0,68.0,67.0,50.0,-1.0,5,50.285714285714285,1,1,1,0,0,1,1,54,72,73,0,0,59,94
Preeti,preeti@gmail.com,preeti3102,GP,F,17,60.0,60.0,60.0,80.0,83.0,60.0,3.0,5,26.857142857142858,1,1,1,1,0,0,1,6,5,69,8,0,0,100
Preeti,preeti@gmail.com,preeti3661,GP,F,18,50.0,45.0,45.0,60.0,64.0,46.666666666666664,4.0,4,41.57142857142857,0,1,0,0,1,1,1,0,90,0,0,62,55,84
Ansh,ansh@gmail.com,ansh8997,GP,M,18,45.0,45.0,45.0,81.0,79.0,45.0,-2.0,3,17.857142857142858,1,0,1,0,0,1,0,76,0,44,0,0,5,0
Manisha,manisha@gmail.com,manisha8038,GP,F,18,45.0,40.0,40.0,85.0,81.0,41.666666666666664,-4.0,5,50.57142857142857,1,1,1,1,1,0,0,77,89,97,75,16,0,0
Abdul,abdul@gmail.com,abdul7525,GP,M,18,50.0,55.00000000000001,50.0,71.0,73.0,51.666666666666664,2.0,4,13.428571428571429,1,0,1,1,0,0,1,38,0,2,2,0,0,52
Ram,ram@gmail.com,ram1534,GP,M,17,40.0,40.0,40.0,87.0,87.0,40.0,0.0,3,27.857142857142858,1,0,0,0,0,1,1,49,0,0,0,0,56,90
Vivek,vivek@gmail.com,vivek8566,GP,M,17,55.00000000000001,45.0,50.0,70.0,66.0,50.0,-4.0,5,30.571428571428573,0,1,1,1,1,0,1,0,15,32,83,42,0,42
Preeti,preeti@gmail.com,preeti2867,GP,F,18,60.0,60.0,60.0,80.0,84.0,60.0,4.0,4,25.857142857142858,1,1,0,0,1,0,1,71,20,0,0,66,0,24
Preeti,preeti@gmail.com,preeti9581,GP,F,18,35.0,40.0,45.0,50.0,55.0,40.0,5.0,4,41.42857142857143,0,0,1,0,1,1,1,0,0,38,0,98,81,73
Khushi,khushi@gmail.com,khushi5857,GP,F,17,55.00000000000001,50.0,60.0,100.0,100.0,55.0,0.0,5,47.285714285714285,0,1,0,1,1,1,1,0,67,0,80,63,49,72
Anshul,anshul@gmail.com,anshul1892,GP,M,17,60.0,50.0,55.00000000000001,74.0,79.0,55.0,5.0,5,31.0,1,0,1,1,1,1,0,46,0,63,5,3,100,0
Varsha,varsha@gmail.com,varsha9650,GP,F,18,85.0,85.0,90.0,59.0,58.0,86.66666666666667,-1.0,5,42.285714285714285,0,1,1,0,1,1,1,0,90,35,0,65,51,55
Preeti,preeti@gmail.com,preeti2339,GP,F,17,65.0,60.0,60.0,75.0,77.0,61.666666666666664,2.0,3,35.714285714285715,0,1,0,1,1,0,0,0,97,0,54,99,0,0
Abdul,abdul@gmail.com,abdul6776,GP,M,18,75.0,70.0,70.0,88.0,93.0,71.66666666666667,5.0,3,24.857142857142858,0,1,0,1,0,1,0,0,89,0,31,0,54,0
Vivek,vivek@gmail.com,vivek3058,GP,M,18,70.0,60.0,70.0,54.0,55.0,66.66666666666667,1.0,5,43.0,1,0,1,1,1,1,0,75,0,15,72,96,43,0
Piyush,piyush@gmail.com,piyush3704,GP,M,18,60.0,55.00000000000001,55.00000000000001,67.0,65.0,56.666666666666664,-2.0,3,22.428571428571427,0,1,0,0,1,1,0,0,39,0,0,91,27,0
Preeti,preeti@gmail.com,preeti9532,GP,F,17,80.0,80.0,80.0,96.0,100.0,80.0,4.0,4,29.571428571428573,0,0,1,1,0,1,1,0,0,54,69,0,75,9
Mary,mary@gmail.com,mary8533,GP,F,18,60.0,60.0,65.0,68.0,64.0,61.666666666666664,-4.0,4,17.142857142857142,1,0,1,1,1,0,0,15,0,29,47,29,0,0
Varsha,varsha@gmail.com,varsha6700,GP,F,17,90.0,90.0,90.0,76.0,80.0,90.0,4.0,4,40.714285714285715,1,1,0,1,1,0,0,94,11,0,83,97,0,0
Ansh,ansh@gmail.com,ansh7772,GP,M,18,70.0,65.0,70.0,68.0,68.0,68.33333333333333,0.0,3,30.0,1,0,0,0,1,0,1,94,0,0,0,100,0,16
Vivek,vivek@gmail.com,vivek4860,GP,M,17,65.0,55.00000000000001,50.0,55.0,52.0,56.666666666666664,-3.0,4,37.0,1,1,1,0,1,0,0,93,76,68,0,22,0,0
Manisha,manisha@gmail.com,manisha6474,GP,F,19,50.0,45.0,0.0,84.0,89.0,31.666666666666668,5.0,4,14.428571428571429,1,1,0,1,1,0,0,52,30,0,4,15,0,0
Manisha,manisha@gmail.com,manisha4168,GP,F,18,50.0,40.0,40.0,75.0,79.0,43.333333333333336,4.0,4,32.0,1,1,0,1,0,0,1,31,78,0,25,0,0,90
Manisha,manisha@gmail.com,manisha2386,GP,F,18,75.0,70.0,75.0,91.0,91.0,73.33333333333333,0.0,3,23.0,0,1,1,1,0,0,0,0,88,29,44,0,0,0
Anshul,anshul@gmail.com,anshul6171,GP,M,18,80.0,75.0,80.0,89.0,84.0,78.33333333333333,-5.0,3,26.857142857142858,0,1,1,0,1,0,0,0,76,24,0,88,0,0
Mary,mary@gmail.com,mary2230,GP,F,18,60.0,50.0,55.00000000000001,70.0,66.0,55.0,-4.0,3,21.428571428571427,1,1,0,1,0,0,0,3,68,0,79,0,0,0
Ansh,ansh@gmail.com,ansh5138,GP,M,17,55.00000000000001,55.00000000000001,50.0,63.0,63.0,53.333333333333336,0.0,3,21.142857142857142,1,0,1,0,0,0,1,78,0,36,0,0,0,34
Mary,mary@gmail.com,mary9767,GP,F,17,75.0,60.0,70.0,79.0,79.0,68.33333333333333,0.0,5,31.714285714285715,1,1,1,1,0,1,0,23,54,44,88,0,13,0
Khushi,khushi@gmail.com,khushi3149,GP,F,17,85.0,85.0,90.0,82.0,87.0,86.66666666666667,5.0,3,38.57142857142857,1,0,0,1,0,1,0,100,0,0,70,0,100,0
Anshul,anshul@gmail.com,anshul2511,GP,M,19,80.0,75.0,70.0,95.0,94.0,75.0,-1.0,3,34.714285714285715,1,1,1,0,0,0,0,80,75,88,0,0,0,0
Mary,mary@gmail.com,mary9035,GP,F,18,70.0,60.0,60.0,78.0,78.0,63.333333333333336,0.0,4,8.714285714285714,0,1,1,1,1,0,0,0,12,25,3,21,0,0
Karan,karan@gmail.com,karan7409,GP,M,20,90.0,95.0,95.0,94.0,99.0,93.33333333333333,5.0,3,23.142857142857142,1,0,1,0,0,1,0,35,0,92,0,0,35,0
Ram,ram@gmail.com,ram1567,GP,M,19,45.0,50.0,45.0,96.0,100.0,46.666666666666664,4.0,5,22.714285714285715,1,1,0,1,1,1,0,34,2,0,57,54,12,0
Vivek,vivek@gmail.com,vivek4269,GP,M,19,70.0,55.00000000000001,55.00000000000001,53.0,53.0,60.0,0.0,3,30.714285714285715,1,0,0,0,1,1,0,81,0,0,0,35,99,0
Khushi,khushi@gmail.com,khushi2282,GP,F,19,60.0,50.0,50.0,79.0,81.0,53.333333333333336,2.0,3,24.857142857142858,0,1,1,0,0,0,1,0,23,100,0,0,0,51
Mary,mary@gmail.com,mary9580,GP,F,19,45.0,45.0,0.0,60.0,55.0,30.0,-5.0,4,48.42857142857143,1,1,0,1,1,0,0,91,63,0,98,87,0,0
Khushi,khushi@gmail.com,khushi4249,GP,F,19,70.0,60.0,65.0,88.0,91.0,65.0,3.0,4,32.285714285714285,0,1,1,1,0,0,1,0,75,1,99,0,0,51
Piyush,piyush@gmail.com,piyush5975,GP,M,19,65.0,55.00000000000001,55.00000000000001,73.0,78.0,58.333333333333336,5.0,3,22.428571428571427,0,1,1,0,0,1,0,0,48,45,0,0,64,0
Manisha,manisha@gmail.com,manisha8436,GP,F,19,65.0,50.0,55.00000000000001,70.0,74.0,56.666666666666664,4.0,5,29.857142857142858,1,1,0,1,1,1,0,49,61,0,2,91,6,0
Varsha,varsha@gmail.com,varsha2073,GP,F,19,80.0,70.0,70.0,96.0,100.0,73.33333333333333,4.0,5,37.57142857142857,1,1,1,1,1,0,0,73,87,66,7,30,0,0
Manisha,manisha@gmail.com,manisha1310,GP,F,19,65.0,55.00000000000001,55.00000000000001,71.0,76.0,58.333333333333336,5.0,5,40.0,1,1,1,1,0,0,1,83,69,66,49,0,0,13
Varsha,varsha@gmail.com,varsha1789,GP,F,18,40.0,40.0,0.0,82.0,87.0,26.666666666666668,5.0,4,35.857142857142854,1,0,1,0,1,1,0,57,0,44,0,57,93,0
Manisha,manisha@gmail.com,manisha3968,GP,F,18,45.0,50.0,45.0,90.0,92.0,46.666666666666664,2.0,4,29.0,1,0,1,0,0,1,1,57,0,38,0,0,66,42
Khushi,khushi@gmail.com,khushi8952,GP,F,17,55.00000000000001,55.00000000000001,50.0,66.0,63.0,53.333333333333336,-3.0,3,31.714285714285715,0,0,1,1,1,0,0,0,0,35,99,88,0,0
Preeti,preeti@gmail.com,preeti9610,GP,F,18,60.0,60.0,60.0,95.0,99.0,60.0,4.0,3,22.0,0,0,0,1,0,1,1,0,0,0,53,0,6,95
Varsha,varsha@gmail.com,varsha9415,GP,F,17,60.0,60.0,60.0,50.0,50.0,60.0,0.0,3,38.57142857142857,0,0,1,0,1,1,0,0,0,90,0,80,100,0
Preeti,preeti@gmail.com,preeti9609,GP,F,17,55.00000000000001,45.0,45.0,61.0,62.0,48.333333333333336,1.0,3,17.285714285714285,0,0,1,0,1,1,0,0,0,6,0,42,73,0
Khushi,khushi@gmail.com,khushi6165,GP,F,17,55.00000000000001,55.00000000000001,55.00000000000001,70.0,72.0,55.00000000000001,2.0,4,31.0,0,1,0,1,1,0,1,0,85,0,63,51,0,18
Manisha,manisha@gmail.com,manisha8019,GP,F,17,60.0,70.0,75.0,62.0,59.0,68.33333333333333,-3.0,3,17.285714285714285,1,0,1,1,0,0,0,42,0,51,28,0,0,0
Preeti,preeti@gmail.com,preeti9300,GP,F,17,80.0,75.0,75.0,75.0,78.0,76.66666666666667,3.0,4,25.714285714285715,1,0,0,0,1,1,1,89,0,0,0,43,3,45
Anshul,anshul@gmail.com,anshul3863,GP,M,18,45.0,60.0,55.00000000000001,85.0,81.0,53.333333333333336,-4.0,5,13.428571428571429,0,0,1,1,1,1,1,0,0,28,12,11,20,23
Piyush,piyush@gmail.com,piyush9524,GP,M,17,70.0,75.0,80.0,83.0,81.0,75.0,-2.0,3,25.714285714285715,1,0,1,0,1,0,0,38,0,76,0,66,0,0
Piyush,piyush@gmail.com,piyush5395,GP,M,17,50.0,45.0,45.0,50.0,51.0,46.666666666666664,1.0,4,29.285714285714285,1,0,1,1,1,0,0,51,0,12,72,70,0,0
Khushi,khushi@gmail.com,khushi3205,GP,F,17,50.0,45.0,45.0,74.0,76.0,46.666666666666664,2.0,3,9.857142857142858,0,0,0,1,1,0,1,0,0,0,0,57,0,12
Mary,mary@gmail.com,mary9798,GP,F,17,70.0,70.0,70.0,67.0,62.0,70.0,-5.0,3,29.142857142857142,0,1,0,0,1,0,1,0,43,0,0,73,0,88
Karan,karan@gmail.com,karan6087,GP,M,18,40.0,35.0,35.0,57.0,58.0,36.666666666666664,1.0,3,12.714285714285714,1,1,1,0,0,0,0,57,26,6,0,0,0,0
Preeti,preeti@gmail.com,preeti9707,GP,F,17,60.0,70.0,70.0,65.0,61.0,66.66666666666667,-4.0,3,19.857142857142858,1,1,1,0,0,0,0,1,72,66,0,0,0,0
Preeti,preeti@gmail.com,preeti6129,GP,F,18,35.0,0.0,0.0,69.0,65.0,11.666666666666666,-4.0,5,37.0,1,0,1,0,1,1,1,29,0,93,0,69,33,35
Khushi,khushi@gmail.com,khushi6768,GP,F,18,40.0,40.0,0.0,89.0,90.0,26.666666666666668,1.0,4,30.857142857142858,1,0,0,1,1,0,1,90,0,0,58,47,0,21
Varsha,varsha@gmail.com,varsha1603,GP,F,18,45.0,40.0,-5.0,56.0,61.0,26.666666666666668,5.0,4,30.714285714285715,0,1,0,1,1,1,0,0,30,0,97,42,46,0
