name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Khushi,khushi@gmail.com,khushi4232,GP,F,19,40.0,40.0,40.0,65,66,40.0,1,5,41.714285714285715,8,76.0472445162789,1,0,1,0,1,1,1,51,0,50,0,49,91,51,90,0,54,0,71,99,56
Vivek,vivek@gmail.com,vivek5337,GP,M,17,65.0,65.0,70.0,95,96,66.66666666666667,1,4,17.857142857142858,6,63.74999735459436,0,1,0,1,1,1,0,0,33,0,2,32,58,0,0,36,0,36,76,82,0
Varsha,varsha@gmail.com,varsha6004,GP,F,16,60.0,65.0,70.0,68,70,65.0,2,4,24.857142857142858,2,85.7865393507976,0,0,1,1,1,1,0,0,0,44,39,55,36,0,0,0,58,60,92,59,0
Karan,karan@gmail.com,karan6339,GP,M,18,30.0,35.0,40.0,74,70,35.0,-4,3,23.857142857142858,4,89.63115456254681,0,1,0,0,1,1,0,0,88,0,0,59,20,0,0,91,0,0,63,97,0
Mary,mary@gmail.com,mary2617,GP,F,17,35.0,45.0,45.0,50,45,41.666666666666664,-5,3,30.285714285714285,6,77.05505112056647,0,0,0,0,1,1,1,0,0,0,0,64,79,69,0,0,0,0,85,95,100
Mary,mary@gmail.com,mary3725,GP,F,17,70.0,75.0,75.0,86,81,73.33333333333333,-5,3,30.0,8,76.73541765549454,0,1,0,0,1,0,1,0,23,0,0,98,0,89,0,89,0,0,100,0,92
Varsha,varsha@gmail.com,varsha6484,GP,F,17,30.0,30.0,20.0,70,68,26.666666666666668,-2,4,28.571428571428573,2,74.40214700209253,1,0,1,1,0,1,0,51,0,32,70,0,47,0,95,0,36,93,0,86,0
Ansh,ansh@gmail.com,ansh5031,GP,M,18,30.0,30.0,40.0,69,72,33.333333333333336,3,4,26.0,1,62.8038170218743,1,1,0,1,1,0,0,30,14,0,63,75,0,0,92,37,0,94,86,0,0
Khushi,khushi@gmail.com,khushi5174,GP,F,17,35.0,35.0,40.0,64,66,36.666666666666664,2,3,25.571428571428573,2,80.45196419913651,0,0,1,1,0,1,0,0,0,14,77,0,88,0,0,0,27,92,0,94,0
Manisha,manisha@gmail.com,manisha7196,GP,F,17,45.0,50.0,50.0,76,74,48.333333333333336,-2,3,14.428571428571429,4,67.24064993891842,1,0,0,1,0,1,0,85,0,0,15,0,1,0,88,0,0,25,0,33,0
Preeti,preeti@gmail.com,preeti4046,GP,F,17,30.0,30.0,30.0,63,67,30.0,4,4,33.285714285714285,7,60.94374984146423,1,0,1,0,1,1,0,95,0,69,0,54,15,0,97,0,69,0,63,72,0
Preeti,preeti@gmail.com,preeti7456,GP,F,17,35.0,30.0,5.0,92,92,23.333333333333332,0,4,42.285714285714285,5,69.69764839690058,1,1,1,0,1,0,0,58,99,86,0,53,0,0,91,100,94,0,70,0,0
Preeti,preeti@gmail.com,preeti5245,GP,F,16,80.0,80.0,85.0,75,70,81.66666666666667,-5,4,24.285714285714285,8,61.05266579318475,0,0,1,1,0,1,1,0,0,32,43,0,1,94,0,0,85,46,0,57,98
Vivek,vivek@gmail.com,vivek2536,GP,M,18,65.0,70.0,70.0,92,89,68.33333333333333,-3,4,29.142857142857142,1,74.96560751979561,0,0,1,1,1,1,0,0,0,2,44,75,83,0,0,0,53,51,77,92,0
Mary,mary@gmail.com,mary3111,GP,F,16,65.0,65.0,70.0,88,93,66.66666666666667,5,4,38.714285714285715,3,69.06529615506005,0,1,1,0,0,1,1,0,52,80,0,0,56,83,0,57,87,0,0,82,92
Manisha,manisha@gmail.com,manisha8045,GP,F,18,45.0,40.0,35.0,82,86,40.0,4,4,31.857142857142858,3,76.14982126310375,0,1,1,0,1,0,1,0,79,43,0,76,0,25,0,81,93,0,92,0,43
Varsha,varsha@gmail.com,varsha4878,GP,F,17,80.0,75.0,75.0,90,85,76.66666666666667,-5,4,17.714285714285715,8,62.97355608262755,0,1,0,1,1,1,0,0,42,0,41,34,7,0,0,100,0,54,82,59,0
Ram,ram@gmail.com,ram6512,GP,M,17,55.00000000000001,50.0,55.00000000000001,52,49,53.333333333333336,-3,3,13.285714285714286,7,74.68054974895374,0,1,0,0,0,1,1,0,23,0,0,0,68,2,0,59,0,0,0,96,57
Anshul,anshul@gmail.com,anshul8596,GP,M,18,50.0,40.0,45.0,85,90,45.0,5,5,28.857142857142858,2,67.67363708934238,1,1,0,1,1,0,1,36,26,0,58,63,0,19,41,82,0,74,93,0,87
Varsha,varsha@gmail.com,varsha1661,GP,F,17,55.00000000000001,45.0,55.00000000000001,54,57,51.666666666666664,3,5,37.42857142857143,2,67.97874081525258,0,1,1,1,1,1,0,0,43,69,14,49,87,0,0,58,96,66,83,95,0
Preeti,preeti@gmail.com,preeti3391,GP,F,17,65.0,65.0,70.0,69,69,66.66666666666667,0,3,6.571428571428571,2,83.15454088173787,0,0,1,0,0,1,1,0,0,1,0,0,35,10,0,0,39,0,0,65,49
Ansh,ansh@gmail.com,ansh7680,GP,M,17,60.0,60.0,60.0,100,100,60.0,0,3,30.857142857142858,2,88.89214059169174,1,1,0,1,0,0,0,93,41,0,82,0,0,0,98,71,0,86,0,0,0
Piyush,piyush@gmail.com,piyush9470,GP,M,17,60.0,50.0,50.0,97,100,53.333333333333336,3,5,40.285714285714285,5,74.35194697012531,1,1,0,1,0,1,1,62,35,0,52,0,53,80,80,75,0,100,0,86,96
Karan,karan@gmail.com,karan8379,GP,M,16,70.0,65.0,65.0,64,59,66.66666666666667,-5,3,20.714285714285715,2,61.66181229014023,0,0,1,1,0,1,0,0,0,32,21,0,92,0,0,0,49,75,0,93,0
Vivek,vivek@gmail.com,vivek3879,GP,M,16,40.0,30.0,25.0,52,54,31.666666666666668,2,3,25.571428571428573,6,73.24393918397676,1,1,0,0,0,1,0,52,37,0,0,0,90,0,85,47,0,0,0,98,0
Ram,ram@gmail.com,ram6469,GP,M,16,55.00000000000001,45.0,50.0,71,71,50.0,0,3,20.0,6,68.56370699318312,1,1,1,0,0,0,0,38,15,87,0,0,0,0,39,72,90,0,0,0,0
Piyush,piyush@gmail.com,piyush2013,GP,M,17,70.0,65.0,65.0,81,84,66.66666666666667,3,4,26.0,4,79.1893680021038,0,0,1,1,1,1,0,0,0,18,77,31,56,0,0,0,87,90,45,71,0
Khushi,khushi@gmail.com,khushi9695,GP,F,16,65.0,60.0,60.0,66,66,61.666666666666664,0,4,44.0,2,78.33043144014638,1,0,1,1,0,0,1,100,0,87,61,0,0,60,100,0,91,95,0,0,90
Varsha,varsha@gmail.com,varsha7519,GP,F,17,70.0,60.0,60.0,93,93,63.333333333333336,0,4,14.571428571428571,3,76.88597569240102,1,0,0,1,0,1,1,8,0,0,57,0,17,20,75,0,0,84,0,37,69
Anshul,anshul@gmail.com,anshul9608,GP,M,18,35.0,35.0,0.0,81,80,23.333333333333332,-1,3,20.428571428571427,7,85.20506865829907,1,0,0,0,1,0,1,31,0,0,0,50,0,62,58,0,0,0,97,0,77
Ansh,ansh@gmail.com,ansh7215,GP,M,17,55.00000000000001,55.00000000000001,55.00000000000001,53,52,55.00000000000001,-1,4,21.571428571428573,4,69.58837306870967,1,0,1,1,0,1,0,82,0,41,2,0,26,0,84,0,57,68,0,79,0
Ansh,ansh@gmail.com,ansh3336,GP,M,17,45.0,50.0,55.00000000000001,52,53,50.0,1,5,40.57142857142857,5,81.40487537171398,0,0,1,1,1,1,1,0,0,67,79,77,22,39,0,0,83,97,86,24,77
Piyush,piyush@gmail.com,piyush6531,GP,M,16,30.0,0.0,0.0,62,60,10.0,-2,4,9.428571428571429,1,77.38196905213547,1,1,0,0,1,0,1,12,3,0,0,36,0,15,70,25,0,0,79,0,39
Abdul,abdul@gmail.com,abdul2231,GP,M,16,60.0,55.00000000000001,55.00000000000001,55,54,56.666666666666664,-1,3,31.0,3,68.48241955787104,0,0,1,1,0,0,1,0,0,98,26,0,0,93,0,0,98,91,0,0,96
Manisha,manisha@gmail.com,manisha3825,GP,F,18,40.0,5.0,5.0,96,98,16.666666666666668,2,3,24.285714285714285,2,80.35645953918754,1,0,0,1,0,1,0,51,0,0,63,0,56,0,76,0,0,98,0,80,0
Vivek,vivek@gmail.com,vivek6570,GP,M,16,85.0,85.0,85.0,59,59,85.0,0,4,25.285714285714285,5,72.53772034826919,1,0,0,1,1,0,1,46,0,0,28,20,0,83,85,0,0,71,60,0,86
Karan,karan@gmail.com,karan4894,GP,M,17,55.00000000000001,55.00000000000001,60.0,50,48,56.666666666666664,-2,5,38.42857142857143,8,67.66281499072173,1,1,1,1,0,1,0,1,95,28,56,0,89,0,81,100,44,79,0,94,0
Karan,karan@gmail.com,karan3191,GP,M,22,30.0,40.0,40.0,90,86,36.666666666666664,-4,5,35.57142857142857,5,63.50154229841532,1,0,1,1,1,1,0,34,0,14,98,43,60,0,52,0,33,100,95,70,0
Abdul,abdul@gmail.com,abdul5584,GP,M,18,20.0,30.0,30.0,96,97,26.666666666666668,1,4,34.57142857142857,1,81.05888083888398,0,0,1,0,1,1,1,0,0,58,0,75,95,14,0,0,88,0,92,98,66
Vivek,vivek@gmail.com,vivek6663,GP,M,16,60.0,70.0,70.0,50,46,66.66666666666667,-4,3,26.285714285714285,2,65.18148337907564,1,1,1,0,0,0,0,71,30,83,0,0,0,0,94,70,95,0,0,0,0
Anshul,anshul@gmail.com,anshul9470,GP,M,18,35.0,45.0,45.0,100,98,41.666666666666664,-2,3,14.142857142857142,1,67.645424735852,0,0,0,1,1,1,0,0,0,0,31,34,34,0,0,0,0,38,82,67,0
Ram,ram@gmail.com,ram7482,GP,M,16,35.0,50.0,50.0,70,73,45.0,3,3,30.0,6,89.10831977754933,0,0,1,1,1,0,0,0,0,90,65,55,0,0,0,0,97,69,67,0,0
Abdul,abdul@gmail.com,abdul4260,GP,M,18,35.0,50.0,45.0,99,100,43.333333333333336,1,4,36.57142857142857,3,85.38135464590087,1,0,1,0,0,1,1,68,0,84,0,0,35,69,88,0,84,0,0,100,82
Ansh,ansh@gmail.com,ansh9445,GP,M,16,45.0,50.0,45.0,99,97,46.666666666666664,-2,3,31.857142857142858,1,79.01848672773744,1,0,0,0,1,1,0,80,0,0,0,79,64,0,96,0,0,0,92,93,0
Ram,ram@gmail.com,ram9307,GP,M,17,40.0,60.0,60.0,78,74,53.333333333333336,-4,4,36.0,6,73.47884443594982,0,1,1,0,0,1,1,0,24,98,0,0,63,67,0,36,100,0,0,98,70
Anshul,anshul@gmail.com,anshul1995,GP,M,17,35.0,45.0,40.0,80,77,40.0,-3,5,31.571428571428573,8,81.2182120205169,1,0,1,1,1,0,1,80,0,17,74,10,0,40,95,0,21,100,79,0,53
Manisha,manisha@gmail.com,manisha7915,GP,F,17,75.0,65.0,70.0,98,100,70.0,2,5,32.714285714285715,3,61.89259528365255,1,1,1,1,0,1,0,18,99,91,16,0,5,0,84,99,94,81,0,24,0
Karan,karan@gmail.com,karan4795,GP,M,19,50.0,50.0,50.0,51,56,50.0,5,5,33.42857142857143,5,70.91694247143096,0,1,0,1,1,1,1,0,51,0,60,31,47,45,0,80,0,68,88,50,92
Ansh,ansh@gmail.com,ansh9523,GP,M,18,80.0,75.0,75.0,91,94,76.66666666666667,3,3,16.285714285714285,2,60.738778232985666,1,0,0,0,1,0,1,12,0,0,0,78,0,24,35,0,0,0,89,0,91
Manisha,manisha@gmail.com,manisha2730,GP,F,17,55.00000000000001,50.0,5.0,99,100,36.666666666666664,1,5,19.857142857142858,2,83.73908290869443,1,0,1,1,1,1,0,35,0,10,64,24,6,0,90,0,82,83,35,35,0
Preeti,preeti@gmail.com,preeti9997,GP,F,18,85.0,90.0,90.0,82,78,88.33333333333333,-4,5,27.285714285714285,2,62.336297353322905,0,1,1,1,1,1,0,0,1,11,59,59,61,0,0,28,63,79,76,76,0
Karan,karan@gmail.com,karan4648,GP,M,18,40.0,40.0,40.0,63,59,40.0,-4,4,20.142857142857142,5,85.39351698013539,1,0,0,1,1,0,1,40,0,0,56,8,0,37,45,0,0,95,89,0,99
Ram,ram@gmail.com,ram9326,GP,M,18,60.0,55.00000000000001,55.00000000000001,50,46,56.666666666666664,-4,4,30.428571428571427,1,74.30580073166118,1,0,1,1,0,0,1,35,0,66,34,0,0,78,71,0,86,57,0,0,90
Khushi,khushi@gmail.com,khushi8182,GP,F,17,50.0,45.0,45.0,83,79,46.666666666666664,-4,4,22.0,6,78.11873044044106,0,0,1,1,1,1,0,0,0,75,64,11,4,0,0,0,88,85,35,57,0
Mary,mary@gmail.com,mary1144,GP,F,18,45.0,50.0,0.0,72,68,31.666666666666668,-4,3,19.285714285714285,1,68.9716359310876,1,0,1,1,0,0,0,47,0,86,2,0,0,0,67,0,89,3,0,0,0
Ram,ram@gmail.com,ram9399,GP,M,18,80.0,80.0,80.0,56,59,80.0,3,4,44.42857142857143,3,84.69703707897533,1,1,1,0,0,0,1,92,78,52,0,0,0,89,99,94,68,0,0,0,95
Anshul,anshul@gmail.com,anshul4782,GP,M,17,45.0,45.0,50.0,89,89,46.666666666666664,0,4,31.714285714285715,8,80.68917510442404,1,0,1,1,1,0,0,76,0,53,89,4,0,0,81,0,56,98,43,0,0
Manisha,manisha@gmail.com,manisha6089,GP,F,18,60.0,50.0,55.00000000000001,85,90,55.0,5,3,20.571428571428573,2,70.58262952380407,1,0,0,0,1,1,0,94,0,0,0,24,26,0,94,0,0,0,40,32,0
Ram,ram@gmail.com,ram5000,GP,M,18,45.0,40.0,45.0,59,64,43.333333333333336,5,5,24.428571428571427,4,82.00748962779105,1,1,0,0,1,1,1,1,15,0,0,59,31,65,73,100,0,0,65,73,74
Varsha,varsha@gmail.com,varsha9499,GP,F,18,30.0,0.0,0.0,62,66,10.0,4,4,38.285714285714285,3,82.18533011040981,1,0,0,1,1,0,1,38,0,0,87,74,0,69,65,0,0,91,84,0,80
Manisha,manisha@gmail.com,manisha5432,GP,F,19,45.0,45.0,45.0,68,66,45.0,-2,5,39.142857142857146,1,79.68209402483113,1,1,1,1,1,0,0,27,92,19,98,38,0,0,91,92,98,100,62,0,0
Preeti,preeti@gmail.com,preeti3813,GP,F,18,75.0,70.0,70.0,80,78,71.66666666666667,-2,5,38.0,2,81.90417977989424,1,0,1,1,0,1,1,63,0,39,34,0,42,88,68,0,65,81,0,52,100
Khushi,khushi@gmail.com,khushi7093,GP,F,18,60.0,60.0,60.0,92,91,60.0,-1,5,49.857142857142854,7,87.2094994643689,1,0,1,1,0,1,1,69,0,49,72,0,80,79,91,0,76,75,0,87,90
Piyush,piyush@gmail.com,piyush4777,GP,M,17,80.0,75.0,75.0,94,94,76.66666666666667,0,4,34.142857142857146,5,86.25746069222751,0,0,1,1,1,1,0,0,0,76,63,80,20,0,0,0,79,99,82,77,0
Manisha,manisha@gmail.com,manisha8875,GP,F,17,50.0,50.0,50.0,68,70,50.0,2,5,37.714285714285715,1,70.15231443512204,0,1,0,1,1,1,1,0,71,0,7,31,71,84,0,99,0,64,53,75,85
Preeti,preeti@gmail.com,preeti3102,GP,F,17,60.0,60.0,60.0,80,78,60.0,-2,3,12.714285714285714,8,64.07014525514084,1,0,0,0,1,1,0,32,0,0,0,15,42,0,71,0,0,0,50,92,0
Preeti,preeti@gmail.com,preeti3661,GP,F,18,50.0,45.0,45.0,60,60,46.666666666666664,0,4,29.142857142857142,2,80.94806306270405,1,1,1,1,0,0,0,25,42,62,75,0,0,0,97,43,75,90,0,0,0
Ansh,ansh@gmail.com,ansh8997,GP,M,18,45.0,45.0,45.0,81,82,45.0,1,5,26.428571428571427,6,67.82014289159873,1,1,1,0,1,0,1,19,77,74,0,12,0,3,93,84,83,0,49,0,10
Manisha,manisha@gmail.com,manisha8038,GP,F,18,45.0,40.0,40.0,85,80,41.666666666666664,-5,4,27.285714285714285,6,68.57047950707683,0,1,0,0,1,1,1,0,22,0,0,94,72,3,0,99,0,0,97,88,17
Abdul,abdul@gmail.com,abdul7525,GP,M,18,50.0,55.00000000000001,50.0,71,67,51.666666666666664,-4,3,11.714285714285714,2,61.34934823227138,0,0,1,1,0,0,1,0,0,5,54,0,0,23,0,0,67,78,0,0,33
Ram,ram@gmail.com,ram1534,GP,M,17,40.0,40.0,40.0,87,88,40.0,1,3,27.857142857142858,6,80.12018241563727,0,1,0,1,1,0,0,0,87,0,44,64,0,0,0,89,0,100,76,0,0
Vivek,vivek@gmail.com,vivek8566,GP,M,17,55.00000000000001,45.0,50.0,70,66,50.0,-4,3,19.142857142857142,3,79.07649677375719,1,1,1,0,0,0,0,13,85,36,0,0,0,0,89,93,95,0,0,0,0
Preeti,preeti@gmail.com,preeti2867,GP,F,18,60.0,60.0,60.0,80,79,60.0,-1,3,19.0,1,76.23611995206512,1,1,0,0,1,0,0,82,40,0,0,11,0,0,90,73,0,0,49,0,0
Preeti,preeti@gmail.com,preeti9581,GP,F,18,35.0,40.0,45.0,50,51,40.0,1,3,28.857142857142858,1,87.81685634224893,0,0,1,0,0,1,1,0,0,80,0,0,56,66,0,0,87,0,0,94,68
Khushi,khushi@gmail.com,khushi5857,GP,F,17,55.00000000000001,50.0,60.0,100,100,55.0,0,4,35.57142857142857,2,68.97390512756927,0,1,0,0,1,1,1,0,90,0,0,67,53,39,0,93,0,0,72,73,96
Anshul,anshul@gmail.com,anshul1892,GP,M,17,60.0,50.0,55.00000000000001,74,78,55.0,4,5,45.42857142857143,6,79.63748092311275,0,1,1,1,1,0,1,0,93,30,69,96,0,30,0,98,74,69,97,0,63
Varsha,varsha@gmail.com,varsha9650,GP,F,18,85.0,85.0,90.0,59,58,86.66666666666667,-1,5,33.857142857142854,7,80.12416949846306,0,1,1,1,0,1,1,0,52,74,41,0,52,18,0,96,99,65,0,89,75
Preeti,preeti@gmail.com,preeti2339,GP,F,17,65.0,60.0,60.0,75,70,61.666666666666664,-5,3,32.0,3,89.23821381760636,1,1,0,1,0,0,0,82,46,0,96,0,0,0,84,70,0,98,0,0,0
Abdul,abdul@gmail.com,abdul6776,GP,M,18,75.0,70.0,70.0,88,88,71.66666666666667,0,3,35.57142857142857,3,78.4777465857574,0,1,1,0,0,1,0,0,88,99,0,0,62,0,0,93,100,0,0,74,0
Vivek,vivek@gmail.com,vivek3058,GP,M,18,70.0,60.0,70.0,54,51,66.66666666666667,-3,5,33.57142857142857,5,85.52796439732211,1,1,1,1,0,1,0,39,40,22,77,0,57,0,50,63,73,99,0,94,0
Piyush,piyush@gmail.com,piyush3704,GP,M,18,60.0,55.00000000000001,55.00000000000001,67,64,56.666666666666664,-3,3,14.285714285714286,7,77.5629556125492,0,1,0,1,0,1,0,0,12,0,64,0,24,0,0,78,0,65,0,52,0
Preeti,preeti@gmail.com,preeti9532,GP,F,17,80.0,80.0,80.0,96,100,80.0,4,5,21.714285714285715,6,89.27872643786861,1,0,1,1,0,1,1,4,0,3,88,0,21,36,26,0,36,91,0,44,52
Mary,mary@gmail.com,mary8533,GP,F,18,60.0,60.0,65.0,68,69,61.666666666666664,1,3,25.285714285714285,8,63.4918762076363,1,1,0,0,0,1,0,47,96,0,0,0,34,0,99,96,0,0,0,95,0
Varsha,varsha@gmail.com,varsha6700,GP,F,17,90.0,90.0,90.0,76,81,90.0,5,3,22.714285714285715,7,62.190479956293544,0,1,0,0,0,1,1,0,75,0,0,0,21,63,0,88,0,0,0,35,84
Ansh,ansh@gmail.com,ansh7772,GP,M,18,70.0,65.0,70.0,68,73,68.33333333333333,5,3,24.857142857142858,5,74.21971625648906,1,0,0,0,1,1,0,46,0,0,0,95,33,0,70,0,0,0,98,53,0
Vivek,vivek@gmail.com,vivek4860,GP,M,17,65.0,55.00000000000001,50.0,55,59,56.666666666666664,4,3,16.285714285714285,3,63.505254388763205,0,0,0,1,0,1,1,0,0,0,36,0,34,44,0,0,0,95,0,54,95
Manisha,manisha@gmail.com,manisha6474,GP,F,19,50.0,45.0,0.0,84,83,31.666666666666668,-1,3,29.0,5,63.388379735276715,0,1,0,0,1,1,0,0,34,0,0,83,86,0,0,74,0,0,98,86,0
Manisha,manisha@gmail.com,manisha4168,GP,F,18,50.0,40.0,40.0,75,77,43.333333333333336,2,3,13.285714285714286,8,77.02004894937348,1,0,1,0,0,1,0,25,0,43,0,0,25,0,96,0,70,0,0,73,0
Manisha,manisha@gmail.com,manisha2386,GP,F,18,75.0,70.0,75.0,91,94,73.33333333333333,3,5,41.285714285714285,6,68.40729752071846,1,0,1,1,1,1,0,42,0,99,71,40,37,0,49,0,99,74,99,77,0
Anshul,anshul@gmail.com,anshul6171,GP,M,18,80.0,75.0,80.0,89,88,78.33333333333333,-1,5,37.42857142857143,6,89.27184483551659,0,1,1,1,1,0,1,0,47,84,98,33,0,0,0,84,96,99,70,0,75
Mary,mary@gmail.com,mary2230,GP,F,18,60.0,50.0,55.00000000000001,70,68,55.0,-2,5,11.428571428571429,5,62.886785040909274,1,1,1,0,1,1,0,1,19,34,0,21,5,0,54,34,94,0,36,27,0
Ansh,ansh@gmail.com,ansh5138,GP,M,17,55.00000000000001,55.00000000000001,50.0,63,63,53.333333333333336,0,3,25.714285714285715,2,76.43396709644193,1,0,1,0,0,0,1,72,0,62,0,0,0,46,95,0,70,0,0,0,66
Mary,mary@gmail.com,mary9767,GP,F,17,75.0,60.0,70.0,79,80,68.33333333333333,1,4,28.428571428571427,7,73.13484537586402,1,1,1,0,0,1,0,19,50,93,0,0,37,0,80,100,94,0,0,78,0
Khushi,khushi@gmail.com,khushi3149,GP,F,17,85.0,85.0,90.0,82,86,86.66666666666667,4,3,31.714285714285715,5,64.52822774759068,1,1,0,1,0,0,0,53,76,0,93,0,0,0,65,87,0,97,0,0,0
Anshul,anshul@gmail.com,anshul2511,GP,M,19,80.0,75.0,70.0,95,93,75.0,-2,3,9.857142857142858,5,76.32084537424801,1,1,0,1,0,0,0,28,5,0,36,0,0,0,48,90,0,82,0,0,0
Mary,mary@gmail.com,mary9035,GP,F,18,70.0,60.0,60.0,78,74,63.333333333333336,-4,4,36.0,2,74.73673092135624,1,0,1,1,0,0,1,90,0,73,65,0,0,24,95,0,82,85,0,0,57
Karan,karan@gmail.com,karan7409,GP,M,20,90.0,95.0,95.0,94,93,93.33333333333333,-1,3,25.571428571428573,4,76.35145229103523,1,0,1,1,0,0,0,67,0,47,65,0,0,0,83,0,90,69,0,0,0
Ram,ram@gmail.com,ram1567,GP,M,19,45.0,50.0,45.0,96,95,46.666666666666664,-1,3,22.714285714285715,3,73.60571548118202,0,1,1,0,0,1,0,0,34,34,0,0,91,0,0,48,86,0,0,96,0
Vivek,vivek@gmail.com,vivek4269,GP,M,19,70.0,55.00000000000001,55.00000000000001,53,51,60.0,-2,4,32.857142857142854,4,88.29217448376725,0,0,1,0,1,1,1,0,0,81,0,75,42,32,0,0,85,0,90,96,44
Khushi,khushi@gmail.com,khushi2282,GP,F,19,60.0,50.0,50.0,79,82,53.333333333333336,3,5,46.142857142857146,8,62.273284389809334,1,0,1,1,1,0,1,73,0,84,18,91,0,57,90,0,95,56,95,0,78
Mary,mary@gmail.com,mary9580,GP,F,19,45.0,45.0,0.0,60,61,30.0,1,5,40.42857142857143,8,80.60182726818452,1,0,1,1,0,1,1,52,0,96,44,0,68,23,71,0,99,50,0,89,46
Khushi,khushi@gmail.com,khushi4249,GP,F,19,70.0,60.0,65.0,88,93,65.0,5,3,23.714285714285715,3,71.71759338158856,1,1,1,0,0,0,0,22,94,50,0,0,0,0,68,95,87,0,0,0,0
Piyush,piyush@gmail.com,piyush5975,GP,M,19,65.0,55.00000000000001,55.00000000000001,73,71,58.333333333333336,-2,5,31.142857142857142,4,74.24356389436757,0,1,1,0,1,1,1,0,2,56,0,23,60,77,0,68,94,0,87,62,99
Manisha,manisha@gmail.com,manisha8436,GP,F,19,65.0,50.0,55.00000000000001,70,67,56.666666666666664,-3,4,36.0,2,69.03628642970291,0,1,1,0,1,1,0,0,71,2,0,85,94,0,0,79,34,0,86,100,0
Varsha,varsha@gmail.com,varsha2073,GP,F,19,80.0,70.0,70.0,96,93,73.33333333333333,-3,3,4.428571428571429,4,73.96094412497617,1,0,1,0,0,0,1,14,0,4,0,0,0,13,21,0,6,0,0,0,98
Manisha,manisha@gmail.com,manisha1310,GP,F,19,65.0,55.00000000000001,55.00000000000001,71,73,58.333333333333336,2,5,39.857142857142854,3,86.63055638360953,1,1,0,1,1,1,0,42,89,0,34,59,55,0,48,96,0,34,92,82,0
Varsha,varsha@gmail.com,varsha1789,GP,F,18,40.0,40.0,0.0,82,83,26.666666666666668,1,4,10.285714285714286,6,83.38074412566719,1,1,1,1,0,0,0,5,16,46,5,0,0,0,78,51,69,88,0,0,0
Manisha,manisha@gmail.com,manisha3968,GP,F,18,45.0,50.0,45.0,90,93,46.666666666666664,3,5,37.57142857142857,4,71.488731570414,0,1,1,1,0,1,1,0,77,55,24,0,30,77,0,88,91,46,0,62,86
Khushi,khushi@gmail.com,khushi8952,GP,F,17,55.00000000000001,55.00000000000001,50.0,66,69,53.333333333333336,3,4,9.857142857142858,3,65.55403250502071,0,0,1,1,0,1,1,0,0,31,22,0,7,9,0,0,85,63,0,19,86
Preeti,preeti@gmail.com,preeti9610,GP,F,18,60.0,60.0,60.0,95,90,60.0,-5,5,37.857142857142854,7,80.77179024010597,1,1,1,1,0,1,0,23,13,80,87,0,62,0,63,39,100,88,0,97,0
Varsha,varsha@gmail.com,varsha9415,GP,F,17,60.0,60.0,60.0,50,49,60.0,-1,5,47.714285714285715,4,62.441684722459755,0,1,0,1,1,1,1,0,76,0,73,67,42,76,0,77,0,95,97,49,96
Preeti,preeti@gmail.com,preeti9609,GP,F,17,55.00000000000001,45.0,45.0,61,57,48.333333333333336,-4,5,35.0,8,72.6623142201372,1,1,1,0,0,1,1,11,54,26,0,0,58,96,82,58,93,0,0,70,96
Khushi,khushi@gmail.com,khushi6165,GP,F,17,55.00000000000001,55.00000000000001,55.00000000000001,70,73,55.00000000000001,3,5,29.857142857142858,4,62.93614487214754,1,0,0,1,1,1,1,15,0,0,83,45,48,18,16,0,0,88,68,48,52
Manisha,manisha@gmail.com,manisha8019,GP,F,17,60.0,70.0,75.0,62,60,68.33333333333333,-2,3,20.285714285714285,3,69.54555285442453,1,0,0,0,0,1,1,88,0,0,0,0,15,39,94,0,0,0,0,66,66
Preeti,preeti@gmail.com,preeti9300,GP,F,17,80.0,75.0,75.0,75,79,76.66666666666667,4,3,15.857142857142858,7,66.58132029598383,1,1,0,0,0,1,0,20,76,0,0,0,15,0,96,86,0,0,0,24,0
Anshul,anshul@gmail.com,anshul3863,GP,M,18,45.0,60.0,55.00000000000001,85,85,53.333333333333336,0,5,43.714285714285715,8,85.23269170239394,1,1,0,1,1,1,0,87,32,0,93,46,48,0,98,48,0,93,73,52,0
Piyush,piyush@gmail.com,piyush9524,GP,M,17,70.0,75.0,80.0,83,82,75.0,-1,4,19.571428571428573,3,76.29702173687801,0,1,1,1,1,0,0,0,76,21,40,0,0,0,0,89,60,70,61,0,0
Piyush,piyush@gmail.com,piyush5395,GP,M,17,50.0,45.0,45.0,50,54,46.666666666666664,4,4,21.428571428571427,2,70.82333408216805,0,1,1,1,0,1,0,0,25,90,6,0,29,0,0,56,96,95,0,39,0
